@RELATION locomotion_mid
@ATTRIBUTE UNIQUE_ID NUMERIC
@ATTRIBUTE atlas_x REAL
@ATTRIBUTE atlas_y REAL
@ATTRIBUTE atlas_z REAL
@ATTRIBUTE atlas_qw REAL
@ATTRIBUTE atlas_qx REAL
@ATTRIBUTE atlas_qy REAL
@ATTRIBUTE atlas_qz REAL
@ATTRIBUTE upper_spine_x REAL
@ATTRIBUTE upper_spine_y REAL
@ATTRIBUTE upper_spine_z REAL
@ATTRIBUTE upper_spine_qw REAL
@ATTRIBUTE upper_spine_qx REAL
@ATTRIBUTE upper_spine_qy REAL
@ATTRIBUTE upper_spine_qz REAL
@ATTRIBUTE right_shoulder_x REAL
@ATTRIBUTE right_shoulder_y REAL
@ATTRIBUTE right_shoulder_z REAL
@ATTRIBUTE right_shoulder_qw REAL
@ATTRIBUTE right_shoulder_qx REAL
@ATTRIBUTE right_shoulder_qy REAL
@ATTRIBUTE right_shoulder_qz REAL
@ATTRIBUTE right_elbow_x REAL
@ATTRIBUTE right_elbow_y REAL
@ATTRIBUTE right_elbow_z REAL
@ATTRIBUTE right_elbow_qw REAL
@ATTRIBUTE right_elbow_qx REAL
@ATTRIBUTE right_elbow_qy REAL
@ATTRIBUTE right_elbow_qz REAL
@ATTRIBUTE right_wrist_x REAL
@ATTRIBUTE right_wrist_y REAL
@ATTRIBUTE right_wrist_z REAL
@ATTRIBUTE right_wrist_qw REAL
@ATTRIBUTE right_wrist_qx REAL
@ATTRIBUTE right_wrist_qy REAL
@ATTRIBUTE right_wrist_qz REAL
@ATTRIBUTE left_shoulder_x REAL
@ATTRIBUTE left_shoulder_y REAL
@ATTRIBUTE left_shoulder_z REAL
@ATTRIBUTE left_shoulder_qw REAL
@ATTRIBUTE left_shoulder_qx REAL
@ATTRIBUTE left_shoulder_qy REAL
@ATTRIBUTE left_shoulder_qz REAL
@ATTRIBUTE left_elbow_x REAL
@ATTRIBUTE left_elbow_y REAL
@ATTRIBUTE left_elbow_z REAL
@ATTRIBUTE left_elbow_qw REAL
@ATTRIBUTE left_elbow_qx REAL
@ATTRIBUTE left_elbow_qy REAL
@ATTRIBUTE left_elbow_qz REAL
@ATTRIBUTE left_wrist_x REAL
@ATTRIBUTE left_wrist_y REAL
@ATTRIBUTE left_wrist_z REAL
@ATTRIBUTE left_wrist_qw REAL
@ATTRIBUTE left_wrist_qx REAL
@ATTRIBUTE left_wrist_qy REAL
@ATTRIBUTE left_wrist_qz REAL
@ATTRIBUTE mid_spine_x REAL
@ATTRIBUTE mid_spine_y REAL
@ATTRIBUTE mid_spine_z REAL
@ATTRIBUTE mid_spine_qw REAL
@ATTRIBUTE mid_spine_qx REAL
@ATTRIBUTE mid_spine_qy REAL
@ATTRIBUTE mid_spine_qz REAL
@ATTRIBUTE sacrum_x REAL
@ATTRIBUTE sacrum_y REAL
@ATTRIBUTE sacrum_z REAL
@ATTRIBUTE sacrum_qw REAL
@ATTRIBUTE sacrum_qx REAL
@ATTRIBUTE sacrum_qy REAL
@ATTRIBUTE sacrum_qz REAL
@ATTRIBUTE right_hip_x REAL
@ATTRIBUTE right_hip_y REAL
@ATTRIBUTE right_hip_z REAL
@ATTRIBUTE right_hip_qw REAL
@ATTRIBUTE right_hip_qx REAL
@ATTRIBUTE right_hip_qy REAL
@ATTRIBUTE right_hip_qz REAL
@ATTRIBUTE right_knee_x REAL
@ATTRIBUTE right_knee_y REAL
@ATTRIBUTE right_knee_z REAL
@ATTRIBUTE right_knee_qw REAL
@ATTRIBUTE right_knee_qx REAL
@ATTRIBUTE right_knee_qy REAL
@ATTRIBUTE right_knee_qz REAL
@ATTRIBUTE right_ankle_x REAL
@ATTRIBUTE right_ankle_y REAL
@ATTRIBUTE right_ankle_z REAL
@ATTRIBUTE right_ankle_qw REAL
@ATTRIBUTE right_ankle_qx REAL
@ATTRIBUTE right_ankle_qy REAL
@ATTRIBUTE right_ankle_qz REAL
@ATTRIBUTE left_hip_x REAL
@ATTRIBUTE left_hip_y REAL
@ATTRIBUTE left_hip_z REAL
@ATTRIBUTE left_hip_qw REAL
@ATTRIBUTE left_hip_qx REAL
@ATTRIBUTE left_hip_qy REAL
@ATTRIBUTE left_hip_qz REAL
@ATTRIBUTE left_knee_x REAL
@ATTRIBUTE left_knee_y REAL
@ATTRIBUTE left_knee_z REAL
@ATTRIBUTE left_knee_qw REAL
@ATTRIBUTE left_knee_qx REAL
@ATTRIBUTE left_knee_qy REAL
@ATTRIBUTE left_knee_qz REAL
@ATTRIBUTE left_ankle_x REAL
@ATTRIBUTE left_ankle_y REAL
@ATTRIBUTE left_ankle_z REAL
@ATTRIBUTE left_ankle_qw REAL
@ATTRIBUTE left_ankle_qx REAL
@ATTRIBUTE left_ankle_qy REAL
@ATTRIBUTE left_ankle_qz REAL
@ATTRIBUTE class {running,walking,jumping}
@DATA
2112,-0.77938,17.8266,-1.39169,0.99774,0.0300299,-0.0531512,0.0280671,-1.15129,21.6669,-0.302958,0.999514,0.0311133,0.000752707,0.0018325,-1.32147,25.3248,0.669276,0.994572,-0.0845259,-0.011565,-0.059572,-1.33009,27.103,0.741603,0.998295,-0.0148313,-0.0021801,0.0564044,0.858846,15.9442,-0.831901,1.0,0.0,0.0,0.0,1.06163,8.60275,1.16769,0.969936,-0.164165,-0.0181725,-0.178728,1.74556,1.70143,-3.06343,0.917817,0.397003,0.0,0.0,-2.30677,15.7555,-1.16472,1.0,0.0,0.0,0.0,-2.19585,8.71175,1.17022,0.97019,-0.180774,0.121524,0.10623,-2.77777,1.96076,-3.46358,0.894952,0.446162,0.0,0.0,2.0557,25.0689,0.786858,1.0,6.80697e-33,-1.50921e-16,-4.51028e-17,2.79253,19.7965,-0.129648,0.747798,-0.0956829,0.198886,0.626168,3.4641,16.4478,1.25542,0.961225,0.275764,0.0,0.0,-4.37525,24.8123,0.17741,1.0,6.80697e-33,-1.50921e-16,-4.51028e-17,-4.62272,18.8705,-1.21032,0.745193,-0.152865,-0.158228,-0.62951,-5.08009,15.3809,-0.319203,0.97071,0.240253,0.0,0.0,jumping
2113,-0.786398,17.8826,-1.38529,0.99767,0.0319471,-0.0528308,0.0290327,-1.15434,21.7229,-0.294402,0.999534,0.0304897,0.000440182,0.00108839,-1.32034,25.3794,0.685927,0.994782,-0.0825674,-0.0112973,-0.0588513,-1.32564,27.1576,0.758844,0.998301,-0.0168333,-0.00208235,0.0557407,0.857164,16.0022,-0.834479,1.0,0.0,0.0,0.0,1.06192,8.64496,1.10598,0.970022,-0.162194,-0.0183986,-0.180032,1.73796,1.71212,-3.07457,0.920847,0.389924,0.0,0.0,-2.30831,15.8068,-1.1647,1.0,0.0,0.0,0.0,-2.19264,8.75424,1.1433,0.970279,-0.181047,0.121479,0.104994,-2.77326,1.96353,-3.43225,0.897682,0.440644,0.0,0.0,2.05968,25.1181,0.795505,1.0,-6.23521e-33,-4.85723e-17,1.2837e-16,2.80211,19.8479,-0.128582,0.748374,-0.0971945,0.198146,0.625482,3.47483,16.5046,1.26914,0.960525,0.278193,0.0,0.0,-4.37198,24.8744,0.188311,1.0,-6.23521e-33,-4.85723e-17,1.2837e-16,-4.62126,18.9345,-1.20749,0.744431,-0.153396,-0.158482,-0.630219,-5.07792,15.4448,-0.316534,0.970567,0.240833,0.0,0.0,jumping
2114,-0.794663,17.9265,-1.38192,0.997638,0.0332696,-0.0526464,0.0289737,-1.158,21.7658,-0.285873,0.999543,0.0302059,0.000422912,0.000672109,-1.31624,25.4214,0.699767,0.994808,-0.0822198,-0.0114544,-0.0588748,-1.31885,27.1996,0.772373,0.998264,-0.0178008,-0.00224554,0.0560998,0.849754,16.0452,-0.836979,1.0,0.0,0.0,0.0,1.06421,8.67435,1.05029,0.970396,-0.160008,-0.0175402,-0.180061,1.73433,1.71203,-3.08193,0.923609,0.383335,0.0,0.0,-2.31587,15.8497,-1.16578,1.0,0.0,0.0,0.0,-2.19181,8.78452,1.10281,0.970442,-0.179458,0.122656,0.104844,-2.77939,1.96449,-3.42803,0.900279,0.435314,0.0,0.0,2.06332,25.154,0.804597,1.0,2.01622e-33,-1.16227e-16,-1.73473e-17,2.81148,19.8849,-0.121397,0.74903,-0.0978767,0.196961,0.624965,3.48644,16.5455,1.28451,0.960146,0.2795,0.0,0.0,-4.36937,24.9227,0.203409,1.0,2.01622e-33,-1.16227e-16,-1.73473e-17,-4.62152,18.986,-1.20507,0.74361,-0.1541,-0.158577,-0.630992,-5.07712,15.497,-0.31067,0.970213,0.242252,0.0,0.0,jumping
2115,-0.804521,17.9629,-1.3824,0.997622,0.0341948,-0.0525729,0.0285893,-1.16296,21.8009,-0.280315,0.999542,0.0302616,0.000610209,0.000467395,-1.3113,25.455,0.711382,0.99472,-0.0825491,-0.0117959,-0.0598279,-1.31124,27.2332,0.784946,0.998199,-0.0181207,-0.00240942,0.0571388,0.839121,16.0798,-0.841298,1.0,0.0,0.0,0.0,1.06532,8.69814,1.00177,0.970818,-0.158032,-0.0163359,-0.179643,1.73113,1.70825,-3.08435,0.926028,0.377454,0.0,0.0,-2.32669,15.8864,-1.16954,1.0,0.0,0.0,0.0,-2.19359,8.80486,1.0467,0.970756,-0.176436,0.124208,0.105246,-2.78988,1.96389,-3.45131,0.902845,0.429966,0.0,0.0,2.06438,25.1827,0.811998,1.0,8.1852e-33,1.47452e-16,5.55112e-17,2.81964,19.9142,-0.111468,0.749566,-0.0979803,0.195107,0.624888,3.49678,16.579,1.30321,0.95986,0.28048,0.0,0.0,-4.36944,24.9611,0.219347,1.0,8.1852e-33,1.47452e-16,5.55112e-17,-4.62701,19.0271,-1.19922,0.743095,-0.154364,-0.158225,-0.631623,-5.08222,15.539,-0.300785,0.969895,0.243525,0.0,0.0,jumping
2116,-0.81548,17.9993,-1.38352,0.997628,0.0352295,-0.0521996,0.0277854,-1.16965,21.8359,-0.274705,0.99955,0.0299911,0.000638223,0.000370238,-1.31019,25.4885,0.723959,0.994783,-0.0814753,-0.012014,-0.0602074,-1.30664,27.2666,0.799415,0.998163,-0.0191022,-0.00267756,0.0574376,0.826113,16.113,-0.847444,1.0,0.0,0.0,0.0,1.06518,8.72295,0.960108,0.971228,-0.156659,-0.0151541,-0.178732,1.72588,1.70708,-3.08208,0.928132,0.372251,0.0,0.0,-2.34024,15.9245,-1.17331,1.0,0.0,0.0,0.0,-2.195,8.82956,0.99912,0.970921,-0.173964,0.125378,0.106436,-2.7917,1.96205,-3.45822,0.905376,0.424611,0.0,0.0,2.06403,25.2118,0.816947,1.0,1.56482e-33,3.46944e-17,4.51028e-17,2.8265,19.9439,-0.104001,0.750146,-0.0985352,0.193564,0.624584,3.50563,16.6122,1.31806,0.959631,0.281263,0.0,0.0,-4.37075,25.0005,0.23107,1.0,1.56482e-33,3.46944e-17,4.51028e-17,-4.63252,19.0679,-1.19269,0.742719,-0.154358,-0.15838,-0.632027,-5.08845,15.5802,-0.293371,0.96977,0.24402,0.0,0.0,jumping
2117,-0.826068,18.0363,-1.37986,0.997637,0.0368229,-0.051897,0.0258894,-1.17748,21.8728,-0.269932,0.999555,0.0298196,0.000625133,0.00044848,-1.31239,25.5248,0.732281,0.994811,-0.081548,-0.0121215,-0.0596214,-1.3049,27.3029,0.80915,0.998195,-0.0191926,-0.00293073,0.0568273,0.809557,16.1429,-0.850515,1.0,0.0,0.0,0.0,1.06117,8.74421,0.9195,0.971755,-0.15561,-0.0136131,-0.176897,1.71604,1.70836,-3.08877,0.929991,0.367582,0.0,0.0,-2.35764,15.966,-1.17462,1.0,0.0,0.0,0.0,-2.1934,8.85954,0.958341,0.970773,-0.171952,0.127361,0.108678,-2.78793,1.962,-3.45268,0.907895,0.419199,0.0,0.0,2.06328,25.2414,0.823623,1.0,6.15693e-33,5.72458e-17,1.07552e-16,2.83074,19.9743,-0.0976377,0.750915,-0.0988686,0.192647,0.62389,3.5123,16.6447,1.3281,0.959473,0.281801,0.0,0.0,-4.3722,25.0432,0.240895,1.0,6.15693e-33,5.72458e-17,1.07552e-16,-4.6415,19.1128,-1.19109,0.741569,-0.155585,-0.157202,-0.633369,-5.0943,15.626,-0.286824,0.969478,0.245179,0.0,0.0,jumping
2118,-0.835949,18.0722,-1.37509,0.9976,0.03812,-0.0517354,0.0257782,-1.18083,21.91,-0.267626,0.999548,0.0300513,0.000547026,0.000223022,-1.30822,25.5609,0.738117,0.994686,-0.0826911,-0.0121735,-0.0601111,-1.29849,27.3389,0.816096,0.998173,-0.0187088,-0.00277069,0.057384,0.800253,16.1777,-0.851431,1.0,0.0,0.0,0.0,1.05947,8.76929,0.876235,0.971974,-0.154181,-0.0126224,-0.177016,1.70659,1.71729,-3.10482,0.931763,0.363067,0.0,0.0,-2.36709,16.0011,-1.17431,1.0,0.0,0.0,0.0,-2.19194,8.88238,0.916362,0.970918,-0.170085,0.128575,0.108895,-2.78805,1.96026,-3.45577,0.910246,0.414068,0.0,0.0,2.065,25.2719,0.831327,1.0,1.2338e-32,8.67361e-17,1.42247e-16,2.83576,20.0051,-0.0889552,0.751609,-0.0982888,0.191871,0.623385,3.52024,16.6765,1.33782,0.959452,0.281872,0.0,0.0,-4.371,25.0836,0.250904,1.0,1.2338e-32,8.67361e-17,1.42247e-16,-4.65039,19.1559,-1.18997,0.740323,-0.157118,-0.154952,-0.635,-5.09832,15.6706,-0.277482,0.969073,0.246775,0.0,0.0,jumping
2119,-0.844338,18.103,-1.3747,0.997564,0.039667,-0.0513282,0.0256641,-1.18443,21.9408,-0.265702,0.999557,0.0297656,0.00032357,2.73412e-05,-1.30528,25.5909,0.74355,0.994662,-0.0826187,-0.0123292,-0.0605726,-1.29243,27.3688,0.822834,0.998154,-0.0188579,-0.00287115,0.0576638,0.792798,16.2073,-0.85846,1.0,0.0,0.0,0.0,1.05855,8.79155,0.836544,0.972094,-0.153532,-0.0123075,-0.176947,1.70103,1.72108,-3.11237,0.933393,0.358856,0.0,0.0,-2.37485,16.031,-1.17851,1.0,0.0,0.0,0.0,-2.19136,8.90121,0.873368,0.971028,-0.168775,0.129412,0.10896,-2.78997,1.95614,-3.46186,0.912408,0.409282,0.0,0.0,2.0659,25.2976,0.835539,1.0,-4.33335e-34,-3.1225e-17,1.38778e-17,2.83797,20.0301,-0.0796144,0.7524,-0.0973661,0.191832,0.622587,3.52697,16.7023,1.34679,0.959587,0.281412,0.0,0.0,-4.37044,25.1181,0.256203,1.0,-4.33335e-34,-3.1225e-17,1.38778e-17,-4.65777,19.1925,-1.19169,0.738918,-0.159043,-0.152888,-0.636656,-5.10013,15.7105,-0.264078,0.968455,0.249188,0.0,0.0,jumping
2120,-0.852301,18.1325,-1.37412,0.997584,0.0413794,-0.0500277,0.0247204,-1.19008,21.9701,-0.263056,0.999573,0.029227,-2.16827e-05,-3.31077e-05,-1.30581,25.6201,0.747725,0.994721,-0.0821804,-0.0124969,-0.0601645,-1.28976,27.3979,0.828089,0.998175,-0.0190217,-0.00323187,0.0572204,0.783382,16.2327,-0.868324,1.0,0.0,0.0,0.0,1.05833,8.81081,0.797953,0.972407,-0.153011,-0.012624,-0.17565,1.69925,1.72119,-3.11673,0.934959,0.354757,0.0,0.0,-2.38541,16.0623,-1.18007,1.0,0.0,0.0,0.0,-2.18955,8.92189,0.833658,0.971065,-0.167388,0.129759,0.110351,-2.78735,1.95624,-3.46854,0.914406,0.404798,0.0,0.0,2.06648,25.3221,0.834289,1.0,5.44074e-33,9.80116e-17,5.55112e-17,2.8403,20.0548,-0.0803137,0.753341,-0.0970979,0.192305,0.621344,3.53727,16.7294,1.34781,0.9595,0.281707,0.0,0.0,-4.37081,25.152,0.262677,1.0,5.44074e-33,9.80116e-17,5.55112e-17,-4.66236,19.2294,-1.19671,0.737581,-0.160949,-0.152212,-0.637888,-5.09952,15.7508,-0.253934,0.967719,0.252032,0.0,0.0,jumping
2121,-0.86074,18.1564,-1.3726,0.997634,0.0423732,-0.0486299,0.0237743,-1.1959,21.9945,-0.262326,0.999573,0.0292336,-0.000391672,-9.39813e-05,-1.30398,25.6446,0.747333,0.994604,-0.0834491,-0.0126955,-0.0603144,-1.28534,27.4224,0.828874,0.998184,-0.0178345,-0.00338614,0.0574384,0.773041,16.2529,-0.874635,1.0,0.0,0.0,0.0,1.05661,8.82441,0.760495,0.972865,-0.151617,-0.0129035,-0.174299,1.69615,1.71684,-3.12174,0.936515,0.350627,0.0,0.0,-2.39692,16.0885,-1.17761,1.0,0.0,0.0,0.0,-2.18996,8.93529,0.788786,0.971309,-0.16463,0.129856,0.112216,-2.78612,1.9558,-3.49116,0.916333,0.400418,0.0,0.0,2.06692,25.3408,0.833803,1.0,0.0,0.0,-1.76941e-16,2.84237,20.0731,-0.0774789,0.754281,-0.0962759,0.192359,0.620314,3.54671,16.7488,1.34961,0.959603,0.281358,0.0,0.0,-4.37132,25.1806,0.270152,1.0,0.0,0.0,-1.76941e-16,-4.67274,19.2604,-1.19694,0.736846,-0.162009,-0.151347,-0.638675,-5.10812,15.7821,-0.252181,0.967525,0.252774,0.0,0.0,jumping
2122,-0.869122,18.178,-1.36857,0.997626,0.0435159,-0.0478548,0.023621,-1.19791,22.0178,-0.262294,0.999578,0.0290516,-0.000579839,-0.000329558,-1.3006,25.6689,0.743721,0.994541,-0.0845778,-0.0128827,-0.0597416,-1.27957,27.4465,0.827915,0.998237,-0.0160036,-0.00376681,0.057035,0.765386,16.2734,-0.877466,1.0,0.0,0.0,0.0,1.05264,8.83811,0.726059,0.973058,-0.150551,-0.0130757,-0.174129,1.68774,1.7131,-3.1248,0.938032,0.346548,0.0,0.0,-2.4051,16.1098,-1.17537,1.0,0.0,0.0,0.0,-2.19419,8.94265,0.73924,0.971665,-0.162058,0.129959,0.112761,-2.79228,1.95156,-3.52146,0.918283,0.395925,0.0,0.0,2.07141,25.3588,0.830656,1.0,3.53589e-33,-4.0766e-17,-8.67361e-17,2.8482,20.0911,-0.079333,0.75506,-0.0961889,0.192391,0.619369,3.55756,16.7669,1.34537,0.959717,0.280969,0.0,0.0,-4.36768,25.2089,0.273849,1.0,3.53589e-33,-4.0766e-17,-8.67361e-17,-4.68459,19.2898,-1.19429,0.73565,-0.163935,-0.149136,-0.640081,-5.11475,15.8112,-0.248374,0.967533,0.252744,0.0,0.0,jumping
2123,-0.877371,18.205,-1.36301,0.997567,0.0447229,-0.0476341,0.0243009,-1.19913,22.0472,-0.262604,0.999592,0.0285427,-0.000742193,-0.000838066,-1.29228,25.6988,0.743026,0.994576,-0.0836198,-0.013052,-0.0604698,-1.26886,27.4761,0.832442,0.998203,-0.0149487,-0.00406533,0.0578939,0.760685,16.3019,-0.877668,1.0,0.0,0.0,0.0,1.04704,8.85834,0.686833,0.97311,-0.149181,-0.0135199,-0.174982,1.67913,1.71755,-3.13521,0.939629,0.342196,0.0,0.0,-2.40973,16.1338,-1.17378,1.0,0.0,0.0,0.0,-2.19609,8.95412,0.693173,0.972021,-0.160096,0.130208,0.112206,-2.79501,1.94845,-3.5434,0.920239,0.391356,0.0,0.0,2.07683,25.3834,0.825365,1.0,4.82988e-33,9.28079e-17,5.20417e-17,2.85312,20.1158,-0.0859253,0.75585,-0.096622,0.19315,0.618101,3.56686,16.7914,1.33621,0.959768,0.280796,0.0,0.0,-4.36277,25.2447,0.271572,1.0,4.82988e-33,9.28079e-17,5.20417e-17,-4.69087,19.327,-1.19974,0.73436,-0.166079,-0.147857,-0.641305,-5.11722,15.8495,-0.248093,0.967309,0.253601,0.0,0.0,jumping
2124,-0.886204,18.232,-1.35909,0.997587,0.045656,-0.0468203,0.023312,-1.20639,22.0757,-0.263269,0.999601,0.0282245,-0.000881236,-0.00110536,-1.28546,25.728,0.74011,0.994493,-0.0835571,-0.013547,-0.0617948,-1.25855,27.505,0.835071,0.998145,-0.0130508,-0.0046195,0.0592883,0.749197,16.3252,-0.879609,1.0,0.0,0.0,0.0,1.04086,8.87383,0.646599,0.973638,-0.147267,-0.0139471,-0.173632,1.67674,1.71473,-3.14037,0.941332,0.337483,0.0,0.0,-2.42201,16.1632,-1.17069,1.0,0.0,0.0,0.0,-2.19623,8.97315,0.654142,0.972117,-0.157613,0.131101,0.113835,-2.79323,1.9484,-3.55098,0.922197,0.386721,0.0,0.0,2.07813,25.4057,0.817922,1.0,-1.34815e-33,-2.77555e-17,4.85723e-17,2.85323,20.1378,-0.0923581,0.756579,-0.0970125,0.193252,0.617115,3.56999,16.8108,1.32217,0.960091,0.279688,0.0,0.0,-4.36247,25.2804,0.272657,1.0,-1.34815e-33,-2.77555e-17,4.85723e-17,-4.69781,19.3648,-1.20549,0.733382,-0.16737,-0.147933,-0.64207,-5.12313,15.8897,-0.244566,0.966853,0.255335,0.0,0.0,jumping
2125,-0.894058,18.2563,-1.35336,0.997654,0.045811,-0.0456246,0.0224804,-1.21121,22.101,-0.25955,0.999614,0.0277411,-0.00125516,-0.00107387,-1.28236,25.7559,0.733371,0.994377,-0.0845351,-0.0138442,-0.0622697,-1.25253,27.5327,0.83123,0.99816,-0.010284,-0.00502721,0.0595494,0.739103,16.3466,-0.877771,1.0,0.0,0.0,0.0,1.03741,8.88734,0.60804,0.974295,-0.144427,-0.0144236,-0.172286,1.67632,1.70846,-3.1408,0.943129,0.332428,0.0,0.0,-2.43305,16.1902,-1.16148,1.0,0.0,0.0,0.0,-2.19584,8.9903,0.622675,0.972327,-0.154479,0.131724,0.115611,-2.79306,1.9474,-3.55194,0.924056,0.382256,0.0,0.0,2.07864,25.4284,0.813356,1.0,7.62249e-33,-1.29237e-16,-5.89806e-17,2.85523,20.1605,-0.0959066,0.757237,-0.0978094,0.19386,0.615991,3.57618,16.8321,1.31315,0.960326,0.278878,0.0,0.0,-4.36243,25.3112,0.271842,1.0,7.62249e-33,-1.29237e-16,-5.89806e-17,-4.70459,19.3983,-1.21534,0.732817,-0.169046,-0.148622,-0.642117,-5.13238,15.9262,-0.244417,0.966301,0.257414,0.0,0.0,jumping
2126,-0.900717,18.2843,-1.34449,0.997675,0.0461217,-0.0447301,0.0227142,-1.21276,22.1307,-0.254525,0.999632,0.0270495,-0.00170573,-0.00126538,-1.27811,25.7881,0.729493,0.994373,-0.0843917,-0.01385,-0.0625161,-1.24461,27.5647,0.829077,0.998191,-0.00868271,-0.00514979,0.0592674,0.734199,16.3751,-0.872881,1.0,0.0,0.0,0.0,1.03714,8.90727,0.568205,0.974686,-0.141682,-0.0146754,-0.172329,1.67365,1.71023,-3.14606,0.944914,0.327318,0.0,0.0,-2.4384,16.2174,-1.1508,1.0,0.0,0.0,0.0,-2.19694,9.00771,0.59277,0.972667,-0.151927,0.131974,0.115845,-2.79814,1.94823,-3.55319,0.92585,0.37789,0.0,0.0,2.08162,25.4563,0.809925,1.0,7.41482e-33,-1.33574e-16,-5.55112e-17,2.85709,20.1882,-0.0991483,0.758122,-0.0981931,0.195754,0.614239,3.58547,16.8614,1.30997,0.96029,0.279005,0.0,0.0,-4.35958,25.3466,0.268436,1.0,7.41482e-33,-1.33574e-16,-5.55112e-17,-4.71462,19.437,-1.22882,0.731646,-0.172276,-0.148,-0.642737,-5.14175,15.9685,-0.245107,0.965648,0.259852,0.0,0.0,jumping
2127,-0.910572,18.3103,-1.34141,0.997608,0.0475031,-0.0446494,0.0229753,-1.21411,22.1589,-0.256067,0.999656,0.0261474,-0.00170614,-0.00148894,-1.27451,25.818,0.723463,0.994477,-0.083318,-0.013621,-0.0623504,-1.23817,27.5944,0.825431,0.998222,-0.00797311,-0.00510633,0.0588516,0.726206,16.4012,-0.875723,1.0,0.0,0.0,0.0,1.03274,8.92604,0.525836,0.97483,-0.140422,-0.0148279,-0.172537,1.67013,1.70917,-3.14959,0.946646,0.322275,0.0,0.0,-2.44637,16.2415,-1.15283,1.0,0.0,0.0,0.0,-2.1973,9.02464,0.559663,0.972683,-0.151101,0.133285,0.115287,-2.80173,1.94365,-3.54896,0.927593,0.373593,0.0,0.0,2.08582,25.4819,0.799292,1.0,7.31253e-34,7.80626e-18,9.36753e-17,2.86041,20.2142,-0.112683,0.758782,-0.0991817,0.196972,0.612874,3.59345,16.8874,1.29388,0.960293,0.278993,0.0,0.0,-4.3558,25.3808,0.261117,1.0,7.31253e-34,7.80626e-18,9.36753e-17,-4.72346,19.4715,-1.23451,0.731036,-0.173905,-0.147575,-0.64309,-5.15207,16.0049,-0.244762,0.965485,0.260458,0.0,0.0,jumping
2128,-0.920488,18.3314,-1.34162,0.997574,0.0485174,-0.0444516,0.0227203,-1.2167,22.1817,-0.259278,0.999682,0.0251268,-0.00163717,-0.00152064,-1.2765,25.8434,0.712522,0.994642,-0.0823307,-0.0134314,-0.0610614,-1.23669,27.6196,0.816193,0.998328,-0.0070454,-0.0053452,0.0571192,0.716017,16.421,-0.880549,1.0,0.0,0.0,0.0,1.02606,8.93916,0.484418,0.97515,-0.138831,-0.0154253,-0.171958,1.6701,1.70135,-3.14842,0.948359,0.317199,0.0,0.0,-2.45674,16.2627,-1.15631,1.0,0.0,0.0,0.0,-2.19894,9.03808,0.522063,0.972707,-0.149517,0.134664,0.115551,-2.80475,1.9357,-3.54927,0.929388,0.369105,0.0,0.0,2.08836,25.5035,0.783799,1.0,1.42189e-32,-1.51789e-16,-9.36753e-17,2.86189,20.2362,-0.131726,0.759135,-0.100851,0.197886,0.61187,3.5966,16.9053,1.26415,0.960627,0.277841,0.0,0.0,-4.35377,25.4093,0.250421,1.0,1.42189e-32,-1.51789e-16,-9.36753e-17,-4.73083,19.4994,-1.2406,0.730984,-0.174747,-0.14826,-0.642763,-5.16397,16.0333,-0.251151,0.965601,0.260029,0.0,0.0,jumping
2129,-0.92772,18.3507,-1.33515,0.997594,0.048658,-0.044298,0.0218204,-1.2182,22.2037,-0.260347,0.999696,0.0245911,-0.00142581,-0.00137488,-1.27522,25.8676,0.704379,0.994755,-0.0813757,-0.0133982,-0.0605044,-1.2328,27.6438,0.808812,0.998376,-0.00640786,-0.00560667,0.0563228,0.70547,16.4373,-0.874812,1.0,0.0,0.0,0.0,1.0188,8.94775,0.446429,0.975772,-0.135864,-0.0156237,-0.170779,1.66979,1.69397,-3.15318,0.949988,0.312287,0.0,0.0,-2.46763,16.2847,-1.14986,1.0,0.0,0.0,0.0,-2.20478,9.04944,0.481122,0.972917,-0.145962,0.135769,0.11702,-2.80931,1.93009,-3.56066,0.931315,0.364214,0.0,0.0,2.09156,25.5246,0.770432,1.0,3.14167e-33,7.54604e-17,4.16334e-17,2.86303,20.2565,-0.141927,0.759628,-0.10151,0.198928,0.61081,3.60113,16.9202,1.23921,0.961283,0.275564,0.0,0.0,-4.35114,25.4363,0.243013,1.0,3.14167e-33,7.54604e-17,4.16334e-17,-4.73539,19.5281,-1.253,0.730664,-0.17627,-0.149252,-0.642481,-5.17136,16.0632,-0.260628,0.965389,0.260813,0.0,0.0,jumping
