@RELATION locomotion_low
@ATTRIBUTE UNIQUE_ID NUMERIC
@ATTRIBUTE atlas_rx REAL
@ATTRIBUTE atlas_ry REAL
@ATTRIBUTE atlas_rz REAL
@ATTRIBUTE atlas_vqw REAL
@ATTRIBUTE atlas_vqx REAL
@ATTRIBUTE atlas_vqy REAL
@ATTRIBUTE atlas_vqz REAL
@ATTRIBUTE upper_spine_rx REAL
@ATTRIBUTE upper_spine_ry REAL
@ATTRIBUTE upper_spine_rz REAL
@ATTRIBUTE upper_spine_vqw REAL
@ATTRIBUTE upper_spine_vqx REAL
@ATTRIBUTE upper_spine_vqy REAL
@ATTRIBUTE upper_spine_vqz REAL
@ATTRIBUTE right_shoulder_rx REAL
@ATTRIBUTE right_shoulder_ry REAL
@ATTRIBUTE right_shoulder_rz REAL
@ATTRIBUTE right_shoulder_vqw REAL
@ATTRIBUTE right_shoulder_vqx REAL
@ATTRIBUTE right_shoulder_vqy REAL
@ATTRIBUTE right_shoulder_vqz REAL
@ATTRIBUTE right_elbow_rx REAL
@ATTRIBUTE right_elbow_ry REAL
@ATTRIBUTE right_elbow_rz REAL
@ATTRIBUTE right_elbow_vqw REAL
@ATTRIBUTE right_elbow_vqx REAL
@ATTRIBUTE right_elbow_vqy REAL
@ATTRIBUTE right_elbow_vqz REAL
@ATTRIBUTE right_wrist_rx REAL
@ATTRIBUTE right_wrist_ry REAL
@ATTRIBUTE right_wrist_rz REAL
@ATTRIBUTE right_wrist_vqw REAL
@ATTRIBUTE right_wrist_vqx REAL
@ATTRIBUTE right_wrist_vqy REAL
@ATTRIBUTE right_wrist_vqz REAL
@ATTRIBUTE left_shoulder_rx REAL
@ATTRIBUTE left_shoulder_ry REAL
@ATTRIBUTE left_shoulder_rz REAL
@ATTRIBUTE left_shoulder_vqw REAL
@ATTRIBUTE left_shoulder_vqx REAL
@ATTRIBUTE left_shoulder_vqy REAL
@ATTRIBUTE left_shoulder_vqz REAL
@ATTRIBUTE left_elbow_rx REAL
@ATTRIBUTE left_elbow_ry REAL
@ATTRIBUTE left_elbow_rz REAL
@ATTRIBUTE left_elbow_vqw REAL
@ATTRIBUTE left_elbow_vqx REAL
@ATTRIBUTE left_elbow_vqy REAL
@ATTRIBUTE left_elbow_vqz REAL
@ATTRIBUTE left_wrist_rx REAL
@ATTRIBUTE left_wrist_ry REAL
@ATTRIBUTE left_wrist_rz REAL
@ATTRIBUTE left_wrist_vqw REAL
@ATTRIBUTE left_wrist_vqx REAL
@ATTRIBUTE left_wrist_vqy REAL
@ATTRIBUTE left_wrist_vqz REAL
@ATTRIBUTE mid_spine_rx REAL
@ATTRIBUTE mid_spine_ry REAL
@ATTRIBUTE mid_spine_rz REAL
@ATTRIBUTE mid_spine_vqw REAL
@ATTRIBUTE mid_spine_vqx REAL
@ATTRIBUTE mid_spine_vqy REAL
@ATTRIBUTE mid_spine_vqz REAL
@ATTRIBUTE sacrum_rx REAL
@ATTRIBUTE sacrum_ry REAL
@ATTRIBUTE sacrum_rz REAL
@ATTRIBUTE sacrum_vqw REAL
@ATTRIBUTE sacrum_vqx REAL
@ATTRIBUTE sacrum_vqy REAL
@ATTRIBUTE sacrum_vqz REAL
@ATTRIBUTE right_hip_rx REAL
@ATTRIBUTE right_hip_ry REAL
@ATTRIBUTE right_hip_rz REAL
@ATTRIBUTE right_hip_vqw REAL
@ATTRIBUTE right_hip_vqx REAL
@ATTRIBUTE right_hip_vqy REAL
@ATTRIBUTE right_hip_vqz REAL
@ATTRIBUTE right_knee_rx REAL
@ATTRIBUTE right_knee_ry REAL
@ATTRIBUTE right_knee_rz REAL
@ATTRIBUTE right_knee_vqw REAL
@ATTRIBUTE right_knee_vqx REAL
@ATTRIBUTE right_knee_vqy REAL
@ATTRIBUTE right_knee_vqz REAL
@ATTRIBUTE right_ankle_rx REAL
@ATTRIBUTE right_ankle_ry REAL
@ATTRIBUTE right_ankle_rz REAL
@ATTRIBUTE right_ankle_vqw REAL
@ATTRIBUTE right_ankle_vqx REAL
@ATTRIBUTE right_ankle_vqy REAL
@ATTRIBUTE right_ankle_vqz REAL
@ATTRIBUTE left_hip_rx REAL
@ATTRIBUTE left_hip_ry REAL
@ATTRIBUTE left_hip_rz REAL
@ATTRIBUTE left_hip_vqw REAL
@ATTRIBUTE left_hip_vqx REAL
@ATTRIBUTE left_hip_vqy REAL
@ATTRIBUTE left_hip_vqz REAL
@ATTRIBUTE left_knee_rx REAL
@ATTRIBUTE left_knee_ry REAL
@ATTRIBUTE left_knee_rz REAL
@ATTRIBUTE left_knee_vqw REAL
@ATTRIBUTE left_knee_vqx REAL
@ATTRIBUTE left_knee_vqy REAL
@ATTRIBUTE left_knee_vqz REAL
@ATTRIBUTE left_ankle_rx REAL
@ATTRIBUTE left_ankle_ry REAL
@ATTRIBUTE left_ankle_rz REAL
@ATTRIBUTE left_ankle_vqw REAL
@ATTRIBUTE left_ankle_vqx REAL
@ATTRIBUTE left_ankle_vqy REAL
@ATTRIBUTE left_ankle_vqz REAL
@ATTRIBUTE class {running,walking,jumping}
@DATA
1612,0.445417,0.0599391,0.123942,0.0,-1.10604,0.395072,0.171162,0.0591021,-0.0368532,-0.00732527,0.0,-0.18095,-0.297006,-0.0249933,-0.271266,-0.0588933,-0.121877,0.0,-0.503898,0.0584771,0.24177,-0.437139,-0.0432175,0.144057,0.0,0.109705,-0.240734,-0.322612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28585,-0.0370303,-0.490369,0.0,1.51204,-0.0956823,-0.774716,1.68693,0.0,0.0,0.0,1.25998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35653,-0.173406,0.216738,0.0,1.25728,0.028893,1.12636,1.85736,0.0,0.0,0.0,1.37182,0.0,0.0,0.0,-2.08167e-17,5.55111e-17,0.0,4.23705e-33,5.68989e-16,-1.38778e-17,-0.398354,-0.221767,1.47727,0.0,3.26957,0.667187,-0.125617,0.577015,0.0,0.0,0.0,1.87616,0.0,0.0,0.0,-2.08167e-17,5.55111e-17,0.0,4.23705e-33,5.68989e-16,-1.38778e-17,-0.369996,0.0267531,-1.31536,0.0,3.17345,2.10807,-1.98835,0.466263,0.0,0.0,0.0,3.56571,0.0,0.0,jumping
1613,0.44548,0.0523218,0.117663,0.0,-0.0347387,-0.50076,-1.07269,0.0582783,-0.0336461,-0.00673821,0.0,-0.101339,0.380053,0.0928557,-0.280179,-0.0590169,-0.124594,0.0,-1.0504,-0.102874,-0.30914,-0.437483,-0.0421431,0.145873,0.0,-0.0505611,0.209023,0.142666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28882,-0.0199575,-0.491127,0.0,-0.354314,0.485763,-1.99239,1.69928,0.0,0.0,0.0,1.48159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3634,-0.168436,0.221774,0.0,-0.927778,0.707053,-0.458537,1.86904,0.0,0.0,0.0,1.40115,0.0,0.0,0.0,-2.42861e-16,1.31839e-16,0.0,-1.0063e-32,-2.22044e-16,7.6328e-17,-0.36834,-0.222358,1.47868,0.0,3.5646,-0.00434892,0.179067,0.597985,0.0,0.0,0.0,2.51641,0.0,0.0,0.0,-2.42861e-16,1.31839e-16,0.0,-1.0063e-32,-2.22044e-16,7.6328e-17,-0.339009,0.0465186,-1.32149,0.0,3.69132,1.96936,-1.51255,0.501196,0.0,0.0,0.0,4.19193,0.0,0.0,jumping
1614,0.440357,0.0533432,0.118057,0.0,-0.612195,0.0904972,0.0952006,0.0578512,-0.0360126,-0.0075149,0.0,-0.0480042,-0.278094,-0.109469,-0.281831,-0.0590668,-0.129193,0.0,-0.165559,-0.158541,-0.527662,-0.444165,-0.0401194,0.152679,0.0,-0.835521,0.567813,0.634392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28061,-0.0131064,-0.493595,0.0,0.990546,-0.0520727,-0.872268,1.70703,0.0,0.0,0.0,0.930743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35605,-0.173535,0.222584,0.0,0.866245,-0.0345488,0.618337,1.87717,0.0,0.0,0.0,0.975983,0.0,0.0,0.0,3.53883e-16,7.97973e-17,0.0,-2.88889e-33,5.96744e-16,-5.20417e-17,-0.34275,-0.234609,1.47986,0.0,3.0386,-1.33,0.641411,0.624027,0.0,0.0,0.0,3.12505,0.0,0.0,0.0,3.53883e-16,7.97973e-17,0.0,-2.88889e-33,5.96744e-16,-5.20417e-17,-0.308459,0.065833,-1.32731,0.0,3.62667,1.97548,-1.39872,0.541728,0.0,0.0,0.0,4.86382,0.0,0.0,jumping
1615,0.434805,0.0534289,0.118042,0.0,-0.666336,0.0100764,0.00272546,0.0561307,-0.0377888,-0.00729413,0.0,-0.207442,-0.214308,0.01429,-0.281096,-0.0593724,-0.131541,0.0,0.104852,-0.113378,-0.260091,-0.449728,-0.0396638,0.155463,0.0,-0.680807,0.193562,0.277375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27052,-0.00512366,-0.495035,0.0,1.21192,0.113422,-0.966768,1.71281,0.0,0.0,0.0,0.69367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3462,-0.176484,0.223041,0.0,1.17147,-0.0243975,0.357204,1.88246,0.0,0.0,0.0,0.63459,0.0,0.0,0.0,1.04083e-17,2.98373e-16,0.0,3.98126e-32,-3.43475e-16,2.18575e-16,-0.322455,-0.250839,1.48083,0.0,2.40747,-1.80416,0.742185,0.662921,0.0,0.0,0.0,4.66737,0.0,0.0,0.0,1.04083e-17,2.98373e-16,0.0,3.98126e-32,-3.43475e-16,2.18575e-16,-0.278783,0.0889062,-1.33056,0.0,3.53082,2.53791,-1.17336,0.585752,0.0,0.0,0.0,5.2829,0.0,0.0,jumping
1616,0.428848,0.0546105,0.117202,0.0,-0.720248,0.170905,-0.0320711,0.0539853,-0.0399391,-0.00666454,0.0,-0.260379,-0.261794,0.0611804,-0.285791,-0.0603589,-0.135291,0.0,-0.536474,-0.239251,-0.398087,-0.448874,-0.0398457,0.158398,0.0,0.0884238,0.133182,0.326445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25877,0.00221315,-0.494213,0.0,1.41042,0.359405,-0.809753,1.71692,0.0,0.0,0.0,0.492575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33333,-0.179443,0.224664,0.0,1.50993,0.105328,0.389467,1.88475,0.0,0.0,0.0,0.274344,0.0,0.0,0.0,4.16334e-17,-1.9082e-16,0.0,-1.27292e-32,3.12251e-17,-4.89193e-16,-0.302368,-0.267442,1.47819,0.0,2.49164,-1.9902,0.320692,0.712379,0.0,0.0,0.0,5.93489,0.0,0.0,0.0,4.16334e-17,-1.9082e-16,0.0,-1.27292e-32,3.12251e-17,-4.89193e-16,-0.249715,0.115817,-1.33088,0.0,3.48402,3.10716,-0.880855,0.637639,0.0,0.0,0.0,6.22643,0.0,0.0,jumping
1617,0.422509,0.0582226,0.117002,0.0,-0.762048,0.404659,0.157185,0.051637,-0.0434383,-0.00660127,0.0,-0.282116,-0.41972,-0.0145906,-0.291315,-0.0610537,-0.138736,0.0,-0.637789,-0.197375,-0.371926,-0.446296,-0.0395975,0.161602,0.0,0.294065,0.193147,0.333507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24475,0.00665981,-0.492284,0.0,1.68301,0.387118,-0.434098,1.71874,0.0,0.0,0.0,0.218675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31682,-0.183849,0.226003,0.0,1.95312,0.0246087,0.551386,1.88441,0.0,0.0,0.0,-0.0397611,0.0,0.0,0.0,4.57967e-16,4.85723e-17,0.0,5.98004e-32,4.16334e-16,2.39393e-16,-0.284,-0.295437,1.47467,0.0,2.32121,-3.33328,0.582749,0.767226,0.0,0.0,0.0,6.58163,0.0,0.0,0.0,4.57967e-16,4.85723e-17,0.0,5.98004e-32,4.16334e-16,2.39393e-16,-0.221418,0.138286,-1.32886,0.0,3.42618,2.67795,-0.395754,0.699593,0.0,0.0,0.0,7.43446,0.0,0.0,jumping
1618,0.416217,0.0628769,0.115413,0.0,-0.766564,0.587639,0.0535254,0.0495806,-0.0469928,-0.00622213,0.0,-0.248819,-0.428297,0.0238144,-0.293219,-0.0603795,-0.135184,0.0,-0.254359,0.200056,0.384094,-0.449885,-0.0396284,0.157348,0.0,-0.410392,-0.224334,-0.458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.22971,0.0105393,-0.488776,0.0,1.80836,0.550186,-0.302054,1.71911,0.0,0.0,0.0,0.0450325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29751,-0.186462,0.228289,0.0,2.26653,0.178659,0.37298,1.8818,0.0,0.0,0.0,-0.314148,0.0,0.0,0.0,-2.15105e-16,-1.249e-16,0.0,-2.1065e-32,-6.73072e-16,-1.73472e-16,-0.262138,-0.309248,1.4637,0.0,3.01543,-1.93493,-0.763523,0.833395,0.0,0.0,0.0,7.94025,0.0,0.0,0.0,-2.15105e-16,-1.249e-16,0.0,-2.1065e-32,-6.73072e-16,-1.73472e-16,-0.19196,0.156641,-1.32394,0.0,3.62156,2.27574,0.119511,0.76555,0.0,0.0,0.0,7.91493,0.0,0.0,jumping
1619,0.41118,0.0641969,0.111728,0.0,-0.632517,0.322413,-0.340339,0.0480878,-0.0489642,-0.00622163,0.0,-0.179137,-0.236282,-0.011487,-0.290266,-0.058742,-0.126316,0.0,0.291015,0.493749,0.96095,-0.462081,-0.0398556,0.148386,0.0,-1.42082,-0.49769,-0.952821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21641,0.0175922,-0.484566,0.0,1.60284,0.763305,-0.623552,1.719,0.0,0.0,0.0,-0.0134039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27962,-0.183574,0.231462,0.0,2.07608,0.455992,-0.228684,1.8771,0.0,0.0,0.0,-0.563415,0.0,0.0,0.0,-1.52656e-16,-1.73472e-17,0.0,-1.97769e-32,6.24491e-17,1.07553e-16,-0.236824,-0.323668,1.44787,0.0,3.62864,-2.12249,-1.32184,0.90496,0.0,0.0,0.0,8.58788,0.0,0.0,0.0,-1.52656e-16,-1.73472e-17,0.0,-1.97769e-32,6.24491e-17,1.07553e-16,-0.158685,0.173703,-1.31694,0.0,4.13102,2.16065,0.458859,0.828349,0.0,0.0,0.0,7.53584,0.0,0.0,jumping
1620,0.411734,0.0664826,0.110591,0.0,0.0574796,0.305845,-0.0150963,0.045459,-0.0513123,-0.00626819,0.0,-0.315178,-0.281212,-0.0187498,-0.284195,-0.0578123,-0.121307,0.0,0.693423,0.276985,0.543841,-0.476,-0.0401995,0.142581,0.0,-1.6424,-0.351446,-0.602239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21098,0.0214398,-0.482234,0.0,0.657626,0.4235,-0.334796,1.71849,0.0,0.0,0.0,-0.0617909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26912,-0.182361,0.23382,0.0,1.20932,0.308615,-0.0579359,1.87153,0.0,0.0,0.0,-0.668107,0.0,0.0,0.0,7.63278e-17,2.77556e-16,0.0,-1.12547e-32,2.28984e-16,2.94903e-16,-0.205872,-0.338788,1.4268,0.0,4.53605,-2.29497,-1.93383,0.9767,0.0,0.0,0.0,8.60879,0.0,0.0,0.0,7.63278e-17,2.77556e-16,0.0,-1.12547e-32,2.28984e-16,2.94903e-16,-0.122313,0.187417,-1.30648,0.0,4.59011,1.80255,0.992819,0.889533,0.0,0.0,0.0,7.34211,0.0,0.0,jumping
1621,0.400883,0.0611022,0.104824,0.0,-1.3462,-0.320092,-0.889647,0.0456091,-0.0491968,-0.00606498,0.0,0.0167878,0.25249,0.0358842,-0.279502,-0.0570719,-0.121801,0.0,0.566588,0.0688916,-0.0815077,-0.486538,-0.0395349,0.140273,0.0,-1.25355,-0.0574201,-0.282248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18624,0.0353855,-0.477873,0.0,2.98321,1.09595,-1.36869,1.71439,0.0,0.0,0.0,-0.49196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23942,-0.169151,0.235506,0.0,3.52776,0.682757,-1.4445,1.85939,0.0,0.0,0.0,-1.45769,0.0,0.0,0.0,0.0,2.42861e-17,0.0,-9.66577e-33,-7.63278e-17,-2.5327e-16,-0.167159,-0.352267,1.40063,0.0,5.7092,-2.13761,-2.6046,1.04319,0.0,0.0,0.0,7.97838,0.0,0.0,0.0,0.0,2.42861e-17,0.0,-9.66577e-33,-7.63278e-17,-2.5327e-16,-0.0849549,0.195451,-1.29222,0.0,4.80826,1.13265,1.57063,0.956662,0.0,0.0,0.0,8.05546,0.0,0.0,jumping
1622,0.392182,0.0571354,0.0987326,0.0,-1.08724,-0.157272,-0.856879,0.0456318,-0.0474763,-0.00602912,0.0,0.00251476,0.206054,0.0137102,-0.277401,-0.0564204,-0.123599,0.0,0.264398,0.0159626,-0.22861,-0.492609,-0.0382707,0.140828,0.0,-0.731032,0.165194,-0.0125619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16433,0.0470267,-0.4723,0.0,2.65702,1.15483,-1.03168,1.71032,0.0,0.0,0.0,-0.488212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.212,-0.156755,0.23845,0.0,3.23294,0.83128,-1.28185,1.84677,0.0,0.0,0.0,-1.51424,0.0,0.0,0.0,6.245e-17,5.20417e-17,0.0,8.66669e-34,6.245e-17,2.77556e-17,-0.122171,-0.363779,1.36804,0.0,6.76833,-1.89511,-3.42535,1.10315,0.0,0.0,0.0,7.1951,0.0,0.0,0.0,6.245e-17,5.20417e-17,0.0,8.66669e-34,6.245e-17,2.77556e-17,-0.0477601,0.199818,-1.27582,0.0,4.84984,0.650901,1.89154,1.02837,0.0,0.0,0.0,8.60546,0.0,0.0,jumping
1623,0.382653,0.0582273,0.0955357,0.0,-1.16565,0.266011,-0.305109,0.0458062,-0.0479442,-0.0058894,0.0,0.0201235,-0.0568565,0.014163,-0.279485,-0.0561111,-0.124073,0.0,-0.246869,0.0200721,-0.064808,-0.493309,-0.0374584,0.141697,0.0,-0.0879252,0.135161,0.0456316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14123,0.0525934,-0.467555,0.0,2.80068,0.790983,-0.379606,1.70423,0.0,0.0,0.0,-0.73095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18119,-0.149689,0.240541,0.0,3.6589,0.540788,-0.698678,1.83225,0.0,0.0,0.0,-1.74254,0.0,0.0,0.0,2.25514e-16,-2.15105e-16,0.0,-3.84643e-32,1.63064e-16,-2.67147e-16,-0.0741386,-0.371841,1.33042,0.0,7.38657,-1.37567,-4.09828,1.17283,0.0,0.0,0.0,8.36168,0.0,0.0,0.0,2.25514e-16,-2.15105e-16,0.0,-3.84643e-32,1.63064e-16,-2.67147e-16,-0.00681898,0.203107,-1.25521,0.0,5.40771,0.460801,2.41198,1.09803,0.0,0.0,0.0,8.35894,0.0,0.0,jumping
1624,0.373366,0.0577036,0.0936512,0.0,-1.12753,0.0249028,-0.233013,0.0448796,-0.0478506,-0.00571135,0.0,-0.112216,0.0102478,0.0218295,-0.281726,-0.0560774,-0.123941,0.0,-0.269813,0.00825048,0.0140319,-0.490539,-0.0373607,0.141837,0.0,0.331742,0.0182864,0.00929432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1172,0.0582038,-0.464371,0.0,2.90473,0.632587,-0.445655,1.69562,0.0,0.0,0.0,-1.03335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14976,-0.141927,0.241772,0.0,3.75055,0.501545,-0.798388,1.8153,0.0,0.0,0.0,-2.03365,0.0,0.0,0.0,4.09395e-16,7.28584e-17,0.0,9.14152e-32,1.83881e-16,2.87963e-16,-0.0252924,-0.37335,1.29089,0.0,7.58763,-0.400536,-4.40417,1.23967,0.0,0.0,0.0,8.02172,0.0,0.0,0.0,4.09395e-16,7.28584e-17,0.0,9.14152e-32,1.83881e-16,2.87963e-16,0.036473,0.205949,-1.22941,0.0,5.82352,0.295993,3.0362,1.16437,0.0,0.0,0.0,7.95996,0.0,0.0,jumping
1625,0.363884,0.0550641,0.093232,0.0,-1.14072,-0.277362,-0.160983,0.0420038,-0.0468382,-0.00589506,0.0,-0.344049,0.122336,-0.0167241,-0.281801,-0.0548131,-0.122591,0.0,-0.0179757,0.190706,0.113168,-0.486327,-0.0360632,0.140808,0.0,0.509918,0.0795656,-0.182072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09136,0.0647351,-0.462065,0.0,3.1169,0.599172,-0.57582,1.68403,0.0,0.0,0.0,-1.39069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11842,-0.132722,0.241494,0.0,3.76543,0.437336,-1.01495,1.79717,0.0,0.0,0.0,-2.17609,0.0,0.0,0.0,1.04083e-16,2.77556e-17,0.0,-1.15797e-32,-3.05312e-16,-4.51028e-17,0.0238232,-0.369931,1.24915,0.0,7.71234,0.406866,-4.66865,1.30416,0.0,0.0,0.0,7.73817,0.0,0.0,0.0,1.04083e-16,2.77556e-17,0.0,-1.15797e-32,-3.05312e-16,-4.51028e-17,0.0803862,0.20682,-1.19973,0.0,5.99913,-0.0992719,3.48688,1.22606,0.0,0.0,0.0,7.40285,0.0,0.0,jumping
1626,0.350487,0.0531373,0.0931472,0.0,-1.6082,-0.213074,-0.0903689,0.0401054,-0.0456334,-0.00502292,0.0,-0.232646,0.140166,0.110391,-0.280836,-0.0528048,-0.119314,0.0,0.0946586,0.340565,0.310408,-0.483603,-0.0345197,0.136875,0.0,0.343587,-0.0559876,-0.503584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.05739,0.0712681,-0.458109,0.0,4.10898,0.789947,-0.463732,1.66854,0.0,0.0,0.0,-1.85837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07963,-0.122896,0.24054,0.0,4.66934,0.434674,-1.10201,1.7765,0.0,0.0,0.0,-2.47976,0.0,0.0,0.0,2.15105e-16,-1.49186e-16,0.0,-2.82389e-32,1.11021e-16,-1.76942e-16,0.0742446,-0.361397,1.2063,0.0,7.88833,1.25836,-4.74687,1.36538,0.0,0.0,0.0,7.34692,0.0,0.0,0.0,2.15105e-16,-1.49186e-16,0.0,-2.82389e-32,1.11021e-16,-1.76942e-16,0.12876,0.201833,-1.16644,0.0,6.61491,-1.00349,3.82839,1.28324,0.0,0.0,0.0,6.86251,0.0,0.0,jumping
1627,0.334381,0.0533202,0.0905512,0.0,-1.94929,0.125129,-0.28565,0.0400578,-0.0443441,-0.0023715,0.0,-0.020026,0.141851,0.323792,-0.280988,-0.0506655,-0.115757,0.0,-0.0402901,0.364811,0.338351,-0.482357,-0.0329913,0.131492,0.0,0.171337,-0.137415,-0.656951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01835,0.0787042,-0.449263,0.0,4.76483,1.36512,-0.230845,1.64997,0.0,0.0,0.0,-2.22864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03529,-0.111835,0.243411,0.0,5.28001,0.949981,-0.988337,1.75252,0.0,0.0,0.0,-2.8777,0.0,0.0,0.0,-3.81639e-17,-9.02056e-17,0.0,5.21804e-33,-2.53269e-16,5.89806e-17,0.128384,-0.340728,1.16174,0.0,8.33423,2.9754,-4.7449,1.4237,0.0,0.0,0.0,6.9982,0.0,0.0,0.0,-3.81639e-17,-9.02056e-17,0.0,5.21804e-33,-2.53269e-16,5.89806e-17,0.183858,0.195192,-1.12868,0.0,7.50446,-1.47876,4.2639,1.33367,0.0,0.0,0.0,6.05174,0.0,0.0,jumping
1628,0.320935,0.053889,0.087778,0.0,-1.63134,0.17157,-0.292656,0.0402419,-0.0431644,0.001249,0.0,0.00309283,0.124024,0.439376,-0.284698,-0.0485654,-0.116825,0.0,-0.438911,0.20627,-0.193287,-0.477883,-0.0302239,0.129436,0.0,0.544585,0.180642,-0.372104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.981135,0.0853681,-0.440064,0.0,4.55567,1.35798,-0.0780779,1.62825,0.0,0.0,0.0,-2.60689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.993956,-0.101217,0.246687,0.0,4.91851,1.0047,-0.875764,1.72631,0.0,0.0,0.0,-3.14495,0.0,0.0,0.0,3.81639e-17,-1.80411e-16,0.0,0.0,7.63278e-17,-9.02056e-17,0.183041,-0.315515,1.11708,0.0,8.2849,3.77608,-4.5443,1.47916,0.0,0.0,0.0,6.65518,0.0,0.0,0.0,3.81639e-17,-1.80411e-16,0.0,0.0,7.63278e-17,-9.02056e-17,0.242784,0.183794,-1.08799,0.0,7.98975,-2.35224,4.39765,1.37989,0.0,0.0,0.0,5.54619,0.0,0.0,jumping
1629,0.308798,0.0554917,0.0885739,0.0,-1.45122,0.15334,0.150236,0.0463678,-0.0432983,0.00276179,0.0,0.727266,-0.0239007,0.180501,-0.291112,-0.0471297,-0.118794,0.0,-0.75839,0.0981776,-0.275224,-0.469499,-0.0280748,0.128095,0.0,1.01084,0.156107,-0.260791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.941593,0.0882709,-0.435076,0.0,4.79696,0.688411,0.0557186,1.60179,0.0,0.0,0.0,-3.17445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.951508,-0.0939706,0.244997,0.0,5.11352,0.322883,-0.832307,1.69697,0.0,0.0,0.0,-3.5209,0.0,0.0,0.0,-3.71232e-16,1.00614e-16,0.0,-4.68002e-32,-4.09395e-16,2.81025e-16,0.233874,-0.285068,1.07421,0.0,7.62013,4.59164,-4.05187,1.53015,0.0,0.0,0.0,6.11814,0.0,0.0,0.0,-3.71232e-16,1.00614e-16,0.0,-4.68002e-32,-4.09395e-16,2.81025e-16,0.297879,0.165727,-1.04942,0.0,7.4152,-3.30682,3.81432,1.4242,0.0,0.0,0.0,5.31702,0.0,0.0,jumping
1630,0.293392,0.0567951,0.0873989,0.0,-1.85663,0.191124,-0.0880562,0.0462938,-0.0433339,0.00390086,0.0,-0.0147985,-0.0105925,0.136216,-0.294229,-0.0446761,-0.115815,0.0,-0.390461,0.384943,0.256986,-0.465736,-0.02556,0.124641,0.0,0.462656,0.0826645,-0.50579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.895729,0.0933688,-0.428166,0.0,5.57881,1.02765,0.014923,1.57137,0.0,0.0,0.0,-3.65117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.903705,-0.085691,0.24458,0.0,5.74079,0.556044,-0.825018,1.66443,0.0,0.0,0.0,-3.90522,0.0,0.0,0.0,-9.36751e-17,-1.66533e-16,0.0,6.20993e-32,2.77556e-16,-2.67147e-16,0.279996,-0.250409,1.02915,0.0,6.96398,5.34792,-3.98816,1.57912,0.0,0.0,0.0,5.87709,0.0,0.0,0.0,-9.36751e-17,-1.66533e-16,0.0,6.20993e-32,2.77556e-16,-2.67147e-16,0.350289,0.142538,-1.01534,0.0,6.91629,-3.92504,2.94555,1.464,0.0,0.0,0.0,4.77649,0.0,0.0,jumping
